release_date,required_age,price,windows,mac,linux,achievements,recommendations,developers,publishers,categories,genres,average_playtime_forever,average_playtime_2weeks,median_playtime_forever,median_playtime_2weeks,absolute_score,success_class
2016-07-29,0,0.55,True,False,False,14,0,['Axel Sonic'],['Axel Sonic'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",Action Casual Indie,0,0,0,0,57,basso_successo
2018-08-20,0,0.0,True,False,False,0,207,['IOA Games'],['IOA Games'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op']",Action Casual Indie MassivelyMultiplayer Strategy,22,0,22,0,172,basso_successo
2021-02-18,0,0.76,True,False,False,0,0,['Valkyria Games'],['Valkyria Games'],"['Single-player', 'Partial Controller Support', 'Family Sharing']",Indie RPG,0,0,0,0,-2,basso_successo
2018-01-12,0,0.49,True,False,False,0,405,['Green-eyed Taxi'],['Narko Games'],"['Single-player', 'Family Sharing']",Action Adventure,0,0,0,0,256,basso_successo
2015-04-09,0,4.99,True,False,False,0,193,['Dark Fox'],['Fulqrum Publishing'],"['Single-player', 'Steam Cloud', 'Family Sharing']",Strategy,47,0,69,0,118,basso_successo
2021-01-22,0,13.99,True,False,False,0,0,['Linked Bits'],['IN4VIC'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Family Sharing']",Action MassivelyMultiplayer Simulation EarlyAccess,0,0,0,0,4,basso_successo
2024-01-18,0,19.99,True,False,False,30,0,['XIAOXIAO STUDIO'],"['Wise Games', 'XIAOXIAO STUDIO']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Action Adventure Casual Indie RPG,0,0,0,0,113,basso_successo
2020-12-02,0,0.99,True,False,False,100,221,"['Anatoliy Loginovskikh', 'Drop_Dead_Fred']",['Anatoliy Loginovskikh'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Adventure Casual Indie,0,0,0,0,115,basso_successo
2018-08-01,0,2.99,True,False,True,4,0,['OKSoft'],['OKSoft'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']",Racing,0,0,0,0,5,basso_successo
2024-07-25,0,9.99,True,False,False,41,588,['Game Studio Inc.'],['Game Studio Inc.'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Family Sharing']",Action Adventure Indie RPG,0,0,0,0,344,basso_successo
2019-07-04,0,4.99,True,True,False,1,0,['BirchTree'],['BirchTree'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play Together', 'Family Sharing']",Indie Simulation EarlyAccess,0,0,0,0,-3,basso_successo
2019-08-08,0,3.99,True,False,False,39,1390,['Angry Demon Studio'],['Angry Demon Studio'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Action Adventure Indie,326,0,326,0,1188,basso_successo
2024-11-07,0,27.99,True,False,False,26,1967,['Vertigo Games'],['Vertigo Games'],"['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Steam Cloud', 'Family Sharing']",Action Adventure,286,0,540,0,1179,basso_successo
2023-09-29,0,0.99,True,False,False,13,0,['Squiggly Games'],['Squiggly Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",Action Adventure Indie,0,0,0,0,4,basso_successo
2023-10-26,0,12.95,True,False,False,0,0,['Thomas Murphy'],['Feral 3D'],"['Single-player', 'Family Sharing']",Action Indie Simulation,0,0,0,0,-2,basso_successo
2017-02-27,0,0.0,True,False,False,0,0,['Cover Corp.'],['Cover Corp.'],"['Single-player', 'Multi-player', 'Tracked Controller Support', 'VR Only']",Sports,0,0,0,0,21,basso_successo
2024-08-20,0,17.99,True,True,False,19,396,['Cotton Game'],"['Cotton Game', 'Asmik Ace, Inc.']","['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",Adventure Indie RPG,0,0,0,0,73,basso_successo
2019-10-30,0,4.0,True,False,True,0,0,['Longplay Games'],['Indie Imprint'],"['Single-player', 'Steam Cloud', 'Family Sharing']",Casual Indie Strategy,0,0,0,0,3,basso_successo
2018-01-24,0,0.49,True,False,False,4,0,['ARGames'],['Metal Fox'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Adventure Indie,1,0,1,0,-17,basso_successo
2019-10-16,0,14.99,True,False,False,14,560,['Early Melon'],['Early Melon'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Full controller support', 'Remote Play Together', 'Family Sharing']",Action Casual Indie,155,0,155,0,519,basso_successo
2022-12-23,0,4.99,True,True,True,22,638,['Daniel Lochner'],['Daniel Lochner'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']",Adventure Casual Indie MassivelyMultiplayer RPG Simulation,0,0,0,0,579,basso_successo
2020-08-20,0,0.0,True,True,False,0,0,['Caz'],['KOMODO'],"['Single-player', 'Partial Controller Support']",RPG FreeToPlay,0,0,0,0,123,basso_successo
2018-05-14,0,8.99,True,False,False,19,155,['Aterdux Entertainment'],['Aterdux Entertainment'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Adventure Indie RPG Strategy,0,0,0,0,30,basso_successo
2015-05-25,0,0.99,True,True,True,15,0,['Orangepixel'],"['Orangepixel', 'HandyGames']","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play Together', 'Family Sharing']",Action Adventure RPG,0,0,0,0,32,basso_successo
2024-10-03,0,4.99,True,True,False,19,276,['Terletski Games'],['Terletski Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",Action Adventure Indie RPG Simulation,0,0,0,0,203,basso_successo
2021-12-15,0,3.99,True,False,False,7,0,"[""Day Art's Games""]","[""Day Art's Games""]","['Single-player', 'Steam Achievements', 'Family Sharing']",Adventure Indie Strategy,0,0,0,0,13,basso_successo
2022-04-13,0,6.99,True,True,True,11,373,['Wirion'],['7DOTS'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",Casual Indie,0,0,0,0,425,basso_successo
2022-09-12,0,7.99,True,False,False,0,0,['Do Games Limited'],['Do Games Limited'],"['Single-player', 'Family Sharing']",Adventure Casual,0,0,0,0,4,basso_successo
2022-11-17,0,2.99,True,False,False,0,0,['Abn Studio Inc.'],['Abn Studio Inc.'],"['Single-player', 'Family Sharing']",Action Adventure Indie,0,0,0,0,2,basso_successo
2022-03-29,17,2.99,True,False,False,23,0,['Stranga Games'],['GrabTheGames'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",Adventure Casual Indie,0,0,0,0,58,basso_successo
2016-08-09,0,2.84,True,True,True,71,487,['AHEARTFULOFGAMES'],['AHEARTFULOFGAMES'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",Action Adventure Indie,0,0,0,0,378,basso_successo
2018-05-29,0,0.49,True,False,False,5000,294,['KuKo'],['KuKo'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Casual,0,0,0,0,219,basso_successo
2017-12-17,0,0.0,True,False,False,0,0,['Arcupion Art'],['Arcupion Art'],['Single-player'],Action Adventure Indie RPG FreeToPlay,11,0,11,0,-21,basso_successo
2017-05-16,0,0.0,True,True,True,19,0,['2DragonsGames'],['2DragonsGames'],"['Single-player', 'Steam Achievements', 'Full controller support']",Action Adventure Indie,0,0,0,0,21,basso_successo
2018-12-14,0,0.0,True,False,False,0,0,['JubleLemonSeed'],['JubleLemonSeed'],['Single-player'],Casual FreeToPlay Indie,0,0,0,0,-11,basso_successo
2020-05-07,0,9.99,True,True,True,20,552,['Tequilabyte Studio'],"['Games Operators', 'PlayWay S.A.']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Action Adventure Indie Simulation,25,0,25,0,288,basso_successo
2019-11-12,0,0.0,True,False,True,0,0,['Unbound Creations'],['Unbound Creations'],['Single-player'],Action Adventure Casual FreeToPlay Indie,4,0,4,0,250,basso_successo
2021-09-29,0,4.99,True,False,False,49,1659,['YooGame'],['YooGame'],"['Single-player', 'Steam Cloud', 'Family Sharing']",Casual Indie RPG Simulation,309,0,337,0,921,basso_successo
2023-08-05,0,4.99,True,False,False,0,0,['确实是起名苦手'],['确实是起名苦手'],"['Single-player', 'Steam Cloud', 'Family Sharing']",Indie Strategy,0,0,0,0,1,basso_successo
2017-08-22,0,9.99,True,False,False,5000,0,['Ripknot Systems'],['Ripknot Systems'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Action Casual Indie Simulation Strategy,0,0,0,0,3,basso_successo
2019-09-26,0,0.0,True,False,False,0,143,['Shanghai XunXIn'],['Shanghai XunXIn'],"['Single-player', 'Steam Cloud']",Adventure Casual RPG Simulation EarlyAccess,0,0,0,0,-75,basso_successo
2020-04-15,0,17.99,True,True,True,30,452,['DMM GAMES'],['DMM GAMES'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']",Simulation Strategy,0,0,0,0,350,basso_successo
2023-11-03,0,0.77,True,False,False,13,0,['RedDeer.Games'],['RedDeer.Games'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Adventure Casual Indie Simulation,0,0,0,0,23,basso_successo
2016-05-10,0,0.0,True,False,False,0,0,['Dark Gaia Studios'],['Dark Gaia Studios'],"['Single-player', 'Full controller support', 'Steam Cloud']",Casual FreeToPlay RPG,0,0,0,0,127,basso_successo
2018-11-15,0,29.99,True,True,True,45,671,['OtherSide Entertainment'],['505 Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Remote Play on TV', 'Family Sharing']",Action Adventure Indie RPG,37,0,37,0,-328,basso_successo
2022-02-01,0,0.99,True,False,False,0,0,"['KKK', 'QZQ Studio']",['QZQ Studio'],"['Single-player', 'Partial Controller Support', 'Family Sharing']",Indie,0,0,0,0,-2,basso_successo
2022-08-30,0,19.99,True,False,False,19,0,"['Nippon Ichi Software, Inc.', 'Engine Software BV']","['NIS America, Inc.']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",RPG,0,0,0,0,61,basso_successo
2024-10-31,0,2.99,True,False,False,13,2045,['Sunscorched Studios'],['Sunscorched Studios'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']",Action Adventure Casual Indie,36,18,36,18,2321,basso_successo
2021-10-26,0,3.39,True,False,False,8,0,['Sugar Rush Studios'],['Sugar Rush Studios'],"['Single-player', 'Family Sharing']",Adventure Indie,0,0,0,0,28,basso_successo
2020-08-20,0,4.99,True,True,True,28,0,['Choice of Games'],['Choice of Games'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Action Adventure Casual Indie RPG,0,0,0,0,0,basso_successo
2020-12-20,0,0.0,True,False,False,0,0,['Digital Universe'],['Digital Universe'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'In-App Purchases']",Action FreeToPlay MassivelyMultiplayer,0,0,0,0,61,basso_successo
2021-05-06,0,0.0,True,False,False,0,0,['Big Sky Software LLC'],['Big Sky Software LLC'],"['Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Remote Play Together']",Adventure RPG EarlyAccess,0,0,0,0,43,basso_successo
2022-10-12,0,3.99,True,False,False,0,130,"['Omar Chapa Hernandez', 'Omar Chapa Moyers']",['Omar Chapa Hernandez'],"['Single-player', 'Family Sharing']",Action Adventure Indie,0,0,0,0,95,basso_successo
2018-01-11,0,0.0,True,True,False,0,0,['Mojiken'],['Toge Productions'],['Single-player'],Casual Indie FreeToPlay,0,0,0,0,794,basso_successo
2021-01-22,0,0.0,True,False,False,2,0,['xrrawva'],['xrrawva'],"['Single-player', 'Steam Achievements']",Indie,0,0,0,0,27,basso_successo
2021-05-19,0,14.99,True,False,True,11,0,['Dead Drop Studios LLC'],['Dead Drop Studios LLC'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Stats', 'Remote Play Together', 'Family Sharing']",Action Adventure Indie RPG,0,0,0,0,-2,basso_successo
2015-09-03,0,9.99,True,True,True,15,0,"['Flashpoint Productions', 'Nightdive Studios']",['Nightdive Studios'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing']",Adventure,0,0,0,0,53,basso_successo
2018-04-04,0,0.99,True,False,False,0,0,['S.A. Digiworks'],['S.A. Digiworks'],"['Single-player', 'Family Sharing']",Casual,0,0,0,0,-3,basso_successo
2023-09-25,0,19.99,True,False,False,22,1820,['VisualArts/Key'],['VisualArts'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Adventure Casual Simulation,0,0,0,0,1830,basso_successo
2024-09-25,0,3.15,True,False,False,0,0,['ADC'],['ADC'],"['Single-player', 'Family Sharing']",Action Indie,0,0,0,0,4,basso_successo
2017-08-16,0,2.99,True,True,False,0,0,['Denki Gaka'],['Denki Gaka'],"['Single-player', 'Family Sharing']",Casual Strategy,0,0,0,0,4,basso_successo
2017-11-16,0,0.0,True,False,False,0,657,['Industry Games'],['Industry Games'],"['Single-player', 'Family Sharing']",RPG,1267,0,1267,0,71,basso_successo
2022-07-27,0,17.99,True,False,False,40,1015,"['oneoreight', 'Team EARTHWARS']",['oneoreight'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",Action Indie RPG,0,0,0,0,503,basso_successo
2020-09-24,0,2.99,True,False,False,4,0,['Laush Dmitriy Sergeevich'],['Laush Studio'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Casual Indie,0,0,0,0,15,basso_successo
2022-12-16,0,14.99,True,False,False,0,215,['RudeFrog Studios'],['RudeFrog Studios'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Family Sharing']",Action Adventure Indie EarlyAccess,0,0,0,0,157,basso_successo
2018-03-17,0,9.99,True,True,False,0,184,['John Holmvall'],['Jord&Eld'],"['Single-player', 'Partial Controller Support', 'Family Sharing']",Simulation,0,0,0,0,146,basso_successo
2016-12-30,0,4.99,True,False,False,22,0,['Meepower'],['Volens Nolens Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']",Action Adventure Casual Indie RPG,0,0,0,0,23,basso_successo
2016-06-08,0,5.99,True,True,True,8,0,['Sapphire Dragon Productions'],['Sapphire Dragon Productions'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Casual Indie Simulation,0,0,0,0,16,basso_successo
2023-11-30,0,7.99,True,False,False,18,375,['SuQing'],['SuQing'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Casual Indie RPG Simulation,0,0,0,0,282,basso_successo
2015-01-05,0,3.99,True,True,True,12,0,['Matthew Jennings'],['Matthew Jennings'],"['Single-player', 'Family Sharing']",Indie RPG Strategy,0,0,0,0,28,basso_successo
2018-05-31,0,0.0,True,False,False,9,0,['Daniel J Roberts'],['Daniel J Roberts'],"['Single-player', 'Steam Achievements']",Casual Indie,0,0,0,0,456,basso_successo
2020-02-21,0,1.99,True,False,True,0,0,['LoadUpGames.com'],['LoadUpGames.com'],"['Single-player', 'Partial Controller Support', 'Family Sharing']",Action Indie,0,0,0,0,1,basso_successo
2021-07-15,0,4.99,True,True,True,29,0,['Choice of Games'],['Choice of Games'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']",Action Adventure Casual Indie RPG,0,0,0,0,0,basso_successo
2019-05-06,0,6.99,True,True,False,6,506,['Somi'],['Somi'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",Adventure Indie Simulation,0,0,0,0,297,basso_successo
2021-09-18,0,1.99,True,False,False,3,0,"['Monavista dev', 'alt3d']",['Monavista pub'],"['Single-player', 'Family Sharing']",Indie Simulation,0,0,0,0,-1,basso_successo
2022-03-28,0,4.99,True,False,False,0,608,['Randumb Studios'],['Randumb Studios'],"['Single-player', 'Full controller support', 'Family Sharing']",RPG Simulation,0,0,0,0,580,basso_successo
2022-12-23,0,0.99,True,False,False,1,974,['Sovietpunk 1991'],['Kavkaz Sila Games'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Simulation,0,0,0,0,680,basso_successo
2020-12-10,0,1.99,True,False,False,13,0,['Tiesoft'],['Badland Publishing'],"['Single-player', 'Family Sharing']",Adventure Indie,0,0,0,0,-9,basso_successo
2023-10-12,0,0.99,True,False,False,20,2504,['Goosix Games'],['Goosix Games'],"['Single-player', 'Steam Achievements', 'Family Sharing']",Action Adventure Indie Simulation,0,0,0,0,2573,basso_successo
2016-12-21,0,2.99,True,True,True,62,0,['Chris Charbonneau'],['Chris Charbonneau'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']",Action Indie,0,0,0,0,10,basso_successo
2020-07-21,0,1.99,True,False,False,0,0,['Ence Gaming LLC'],['Ence Gaming LLC'],"['Single-player', 'Family Sharing']",Adventure RPG Strategy,0,0,0,0,-1,basso_successo
2020-12-24,0,0.0,True,False,False,0,0,['daihua.k'],"['daihua.k', 'RMAsia']","['Single-player', 'Partial Controller Support']",Adventure FreeToPlay Indie RPG,0,0,0,0,84,basso_successo
2018-07-26,0,12.99,True,False,False,0,0,['Cédric Andreu'],['Cédric Andreu'],"['Single-player', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Leaderboards', 'Family Sharing']",Action Casual Indie,0,0,0,0,11,basso_successo
2022-04-28,0,14.99,True,False,False,20,838,['Guinxu'],['Guinxu'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Action Adventure Indie RPG EarlyAccess,0,0,0,0,815,basso_successo
2018-02-16,0,0.79,True,False,False,129,207,['Totally Normal Creature'],['Totally Normal Creature'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",Indie,0,0,0,0,199,basso_successo
2018-09-18,0,0.0,True,False,False,58,683,['inXile Entertainment'],['inXile Entertainment'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",RPG,1070,0,1070,0,508,basso_successo
2018-11-01,0,12.99,True,False,False,12,460,['Hasoyua'],['Kagura Games'],"['Single-player', 'Steam Cloud', 'Family Sharing']",Adventure Indie RPG,0,0,0,0,296,basso_successo
2016-10-12,0,6.99,True,False,False,25,129,['Nomad Games'],['Nomad Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']",Strategy,0,0,0,0,53,basso_successo
